sourcevertex,targetvertex,weight,sourcelon,sourcelat,targetlon,targetlat
394081_304680,394305_304663,4.1951876,-2.088904,52.639828,-2.0855935,52.63968
398995_300080,398548_301280,23.958334,-2.0162706,52.598507,-2.0228758,52.609295
398995_300080,399087_299282,14.996981,-2.0162706,52.598507,-2.01491,52.591335
398548_301280,398995_300080,23.958334,-2.0228758,52.609295,-2.0162706,52.598507
398548_301280,398159_301937,14.2332535,-2.0228758,52.609295,-2.0286243,52.6152
399014_300078,398565_301287,24.131325,-2.0159903,52.598488,-2.0226247,52.609356
399014_300078,399107_299284,14.9231615,-2.0159903,52.598488,-2.0146148,52.59135
398565_301287,399014_300078,24.131325,-2.0226247,52.609356,-2.0159903,52.598488
398565_301287,398175_301948,14.3067,-2.0226247,52.609356,-2.028388,52.6153
398159_301937,398548_301280,14.2332535,-2.0286243,52.6152,-2.0228758,52.609295
398159_301937,397919_302312,8.303508,-2.0286243,52.6152,-2.0321715,52.61857
398175_301948,398565_301287,14.3067,-2.028388,52.6153,-2.0226247,52.609356
398175_301948,397928_302332,8.515644,-2.028388,52.6153,-2.0320387,52.618748
397919_302312,398159_301937,8.303508,-2.0321715,52.61857,-2.0286243,52.6152
397919_302312,397512_302784,11.635238,-2.0321715,52.61857,-2.0381813,52.622814
397928_302332,398175_301948,8.515644,-2.0320387,52.618748,-2.028388,52.6153
397928_302332,397525_302798,11.494124,-2.0320387,52.618748,-2.0379837,52.62294
396585_304077,396497_304352,5.382255,-2.0518942,52.63443,-2.0531974,52.6369
396585_304077,396907_303394,14.135573,-2.0518942,52.63443,-2.047118,52.628296
396604_304093,396530_304326,4.5571985,-2.0516136,52.634575,-2.0527096,52.63667
396604_304093,396864_303501,12.094556,-2.0516136,52.634575,-2.047763,52.62926
396530_304326,396604_304093,4.5571985,-2.0527096,52.63667,-2.0516136,52.634575
396530_304326,396666_304146,4.259686,-2.0527096,52.63667,-2.050698,52.63505
396530_304326,396497_304352,0.78311414,-2.0527096,52.63667,-2.0531974,52.6369
396530_304326,396377_304803,9.337904,-2.0527096,52.63667,-2.0549757,52.640953
396666_304146,396530_304326,4.259686,-2.050698,52.63505,-2.0527096,52.63667
396666_304146,396864_303501,12.690513,-2.050698,52.63505,-2.047763,52.62926
387769_305137,387246_305108,9.77653,-2.1821852,52.643833,-2.1899216,52.643562
387769_305137,389113_304862,25.759068,-2.1821852,52.643833,-2.1623247,52.64139
387768_305151,387245_305123,9.774853,-2.182201,52.643963,-2.189936,52.643692
387768_305151,389116_304877,25.836802,-2.182201,52.643963,-2.1622727,52.641525
394292_304734,394842_304474,11.438574,-2.0857868,52.640316,-2.0776548,52.637985
394079_304695,393750_304651,6.1966867,-2.0889337,52.63996,-2.0937948,52.639565
394079_304695,394308_304679,4.287275,-2.0889337,52.63996,-2.0855494,52.63982
394093_304735,393750_304651,6.6086555,-2.0887277,52.640324,-2.0937948,52.639565
395756_306679,395716_306804,2.4464626,-2.0641778,52.657814,-2.0647707,52.65894
395756_306679,395889_306259,8.210861,-2.0641778,52.657814,-2.0622044,52.65404
395716_306804,395756_306679,2.4464626,-2.0647707,52.65894,-2.0641778,52.657814
395716_306804,395632_307061,5.0524936,-2.0647707,52.65894,-2.0660117,52.661255
395733_306810,395775_306678,2.5821702,-2.0645194,52.658993,-2.063897,52.657806
395733_306810,395651_307201,7.469317,-2.0645194,52.658993,-2.0657334,52.662514
395775_306678,395733_306810,2.5821702,-2.063897,52.657806,-2.0645194,52.658993
395775_306678,395925_306211,9.147205,-2.063897,52.657806,-2.061664,52.65361
394391_308627,394877_308203,12.022414,-2.0843914,52.675312,-2.0771942,52.67151
394391_308627,394200_308803,4.8416624,-2.0843914,52.675312,-2.0872195,52.676895
394877_308203,394391_308627,12.022414,-2.0771942,52.67151,-2.0843914,52.675312
394877_308203,395023_308065,3.7474277,-2.0771942,52.67151,-2.075025,52.670277
394877_308203,395022_308101,3.3160717,-2.0771942,52.67151,-2.0750363,52.670597
393569_309379,394172_308803,15.5523,-2.0965633,52.682064,-2.0876336,52.676895
393569_309379,393345_309668,6.821724,-2.0965633,52.682064,-2.0998828,52.684658
394172_308803,393569_309379,15.5523,-2.0876336,52.676895,-2.0965633,52.682064
394172_308803,394370_308621,5.0131607,-2.0876336,52.676895,-2.0847018,52.67526
394200_308803,393585_309390,15.855964,-2.0872195,52.676895,-2.096327,52.682163
394200_308803,394391_308627,4.8416624,-2.0872195,52.676895,-2.0843914,52.675312
393585_309390,394200_308803,15.855964,-2.096327,52.682163,-2.0872195,52.676895
393585_309390,393363_309683,6.8612432,-2.096327,52.682163,-2.0996168,52.684795
393363_309683,393585_309390,6.8612432,-2.0996168,52.684795,-2.096327,52.682163
393363_309683,393287_309808,2.7387557,-2.0996168,52.684795,-2.1007402,52.685925
394370_308621,394172_308803,5.0131607,-2.0847018,52.67526,-2.0876336,52.676895
394370_308621,394874_308168,12.628624,-2.0847018,52.67526,-2.0772398,52.671196
393345_309668,393265_309798,2.8455694,-2.0998828,52.684658,-2.101069,52.68583
393345_309668,393569_309379,6.821724,-2.0998828,52.684658,-2.0965633,52.682064
396355_304801,396497_304352,8.778297,-2.055301,52.640938,-2.0531974,52.6369
396355_304801,396175_305367,11.077496,-2.055301,52.640938,-2.0579536,52.646027
396377_304803,396530_304326,9.337904,-2.0549757,52.640953,-2.0527096,52.63667
396377_304803,396213_305318,10.080753,-2.0549757,52.640953,-2.0574043,52.645584
396164_305477,396213_305318,3.0970385,-2.0581315,52.64701,-2.0574043,52.645584
396164_305477,395925_306211,14.387229,-2.0581315,52.64701,-2.061664,52.65361
396213_305318,396164_305477,3.0970385,-2.0574043,52.645584,-2.0581315,52.64701
396213_305318,396377_304803,10.080753,-2.0574043,52.645584,-2.0549757,52.640953
396140_305473,396175_305367,2.0779276,-2.0584862,52.646976,-2.0579536,52.646027
396140_305473,395889_306259,15.3832245,-2.0584862,52.646976,-2.0622044,52.65404
396175_305367,396140_305473,2.0779276,-2.0579536,52.646027,-2.0584862,52.646976
396175_305367,396355_304801,11.077496,-2.0579536,52.646027,-2.055301,52.640938
396858_307807,397593_308114,15.140517,-2.0478945,52.66796,-2.0370293,52.670727
396858_307807,396807_307767,1.1926599,-2.0478945,52.66796,-2.0486403,52.66761
397593_308114,396858_307807,15.140517,-2.0370293,52.670727,-2.0478945,52.66796
397593_308114,398589_308255,18.816923,-2.0370293,52.670727,-2.0222952,52.672
396966_307916,397599_308136,12.683616,-2.046299,52.668945,-2.036935,52.670925
396966_307916,396704_307717,6.1273417,-2.046299,52.668945,-2.0501711,52.66716
397599_308136,396966_307916,12.683616,-2.036935,52.670925,-2.046299,52.668945
397599_308136,398791_308313,22.531914,-2.036935,52.670925,-2.0193074,52.672523
399194_308269,399958_307859,16.262714,-2.0133471,52.672127,-2.0020545,52.66845
399194_308269,398847_308250,6.5896416,-2.0133471,52.672127,-2.0184815,52.671963
399194_308269,398809_308293,7.2239995,-2.0133471,52.672127,-2.0190418,52.672348
399958_307859,399194_308269,16.262714,-2.0020545,52.66845,-2.0133471,52.672127
399958_307859,400205_307720,5.3166385,-2.0020545,52.66845,-1.9983903,52.66719
399163_308297,400448_307635,27.09023,-2.0138135,52.672386,-1.9948051,52.666428
399163_308297,398806_308390,6.906168,-2.0138135,52.672386,-2.0190902,52.673218
399163_308297,398805_308314,6.7024207,-2.0138135,52.672386,-2.0191069,52.67253
400448_307635,399163_308297,27.09023,-1.9948051,52.666428,-2.0138135,52.672386
400448_307635,401819_307207,26.982672,-1.9948051,52.666428,-1.9745299,52.662582
395023_308065,395495_307625,12.0315485,-2.075025,52.670277,-2.068049,52.666325
395023_308065,394877_308203,3.7474277,-2.075025,52.670277,-2.0771942,52.67151
395495_307625,395023_308065,12.0315485,-2.068049,52.666325,-2.075025,52.670277
395495_307625,395022_308101,12.699833,-2.068049,52.666325,-2.0750363,52.670597
395495_307625,396047_307453,10.987645,-2.068049,52.666325,-2.0598738,52.66478
395495_307625,395512_307588,0.7635409,-2.068049,52.666325,-2.0677857,52.665993
395022_308101,395495_307625,12.699833,-2.0750363,52.670597,-2.068049,52.666325
395022_308101,394877_308203,3.3160717,-2.0750363,52.670597,-2.0771942,52.67151
398589_308255,398793_308292,3.866358,-2.0222952,52.672,-2.019279,52.672333
398589_308255,397593_308114,18.816923,-2.0222952,52.672,-2.0370293,52.670727
398793_308292,398589_308255,3.866358,-2.019279,52.672333,-2.0222952,52.672
398793_308292,398809_308293,0.3003087,-2.019279,52.672333,-2.0190418,52.672348
398847_308250,399194_308269,6.5896416,-2.0184815,52.671963,-2.0133471,52.672127
398809_308293,399194_308269,7.2239995,-2.0190418,52.672348,-2.0133471,52.672127
398809_308293,398793_308292,0.3003087,-2.0190418,52.672348,-2.019279,52.672333
398806_308390,399163_308297,6.906168,-2.0190902,52.673218,-2.0138135,52.672386
398805_308314,399163_308297,6.7024207,-2.0191069,52.67253,-2.0138135,52.672386
398805_308314,398791_308313,0.25333303,-2.0191069,52.67253,-2.0193074,52.672523
396062_307478,396105_307602,5.55655,-2.0596557,52.66501,-2.0590217,52.66612
396062_307478,396077_307477,0.27998987,-2.0596557,52.66501,-2.0594342,52.664997
396105_307602,396062_307478,5.55655,-2.0590217,52.66612,-2.0596557,52.66501
396047_307453,396064_307453,0.3034777,-2.0598738,52.66478,-2.059633,52.664783
396047_307453,395495_307625,10.987645,-2.0598738,52.66478,-2.068049,52.666325
396064_307453,396047_307453,0.3034777,-2.059633,52.664783,-2.0598738,52.66478
396064_307453,396302_307503,4.559063,-2.059633,52.664783,-2.056107,52.66523
396077_307477,396062_307478,0.27998987,-2.0594342,52.664997,-2.0596557,52.66501
396077_307477,396302_307503,4.2255726,-2.0594342,52.664997,-2.056107,52.66523
396036_307432,396051_307432,0.29471636,-2.060045,52.664593,-2.059811,52.66459
396036_307432,395512_307588,10.3607435,-2.060045,52.664593,-2.0677857,52.665993
396051_307432,396036_307432,0.29471636,-2.059811,52.66459,-2.060045,52.664593
396051_307432,396281_307468,4.3377924,-2.059811,52.66459,-2.0564198,52.664913
398791_308313,398805_308314,0.25333303,-2.0193074,52.672523,-2.0191069,52.67253
398791_308313,397599_308136,22.531914,-2.0193074,52.672523,-2.036935,52.670925
396807_307767,396858_307807,1.1926599,-2.0486403,52.66761,-2.0478945,52.66796
396807_307767,396718_307698,2.1070077,-2.0486403,52.66761,-2.049963,52.66699
396718_307698,396807_307767,2.1070077,-2.049963,52.66699,-2.0486403,52.66761
396718_307698,396281_307468,9.243767,-2.049963,52.66699,-2.0564198,52.664913
396704_307717,396966_307916,6.1273417,-2.0501711,52.66716,-2.046299,52.668945
396704_307717,396302_307503,8.532794,-2.0501711,52.66716,-2.056107,52.66523
404084_306998,403216_307145,16.741978,-1.9410512,52.660694,-1.9538815,52.662018
404084_306998,404544_307149,9.039273,-1.9410512,52.660694,-1.9342426,52.662045
403216_307145,404084_306998,16.741978,-1.9538815,52.662018,-1.9410512,52.660694
403216_307145,402451_307257,14.567116,-1.9538815,52.662018,-1.9651852,52.66303
403238_307117,404083_306978,16.297573,-1.9535561,52.661762,-1.9410589,52.660507
403238_307117,402659_307244,11.120743,-1.9535561,52.661762,-1.9621136,52.66291
404083_306978,403238_307117,16.297573,-1.9410589,52.660507,-1.9535561,52.661762
404083_306978,404760_307171,13.145543,-1.9410589,52.660507,-1.931056,52.662235
404760_307171,404083_306978,13.145543,-1.931056,52.662235,-1.9410589,52.660507
404760_307171,404999_307169,4.4777875,-1.931056,52.662235,-1.9275106,52.66222
404522_307405,405020_307395,10.218884,-1.9345669,52.664345,-1.9272059,52.664253
405020_307395,404522_307405,10.218884,-1.9272059,52.664253,-1.9345669,52.664345
405020_307395,405012_307189,3.8721368,-1.9272059,52.664253,-1.9273174,52.662395
405020_307395,405413_307116,9.547431,-1.9272059,52.664253,-1.9213928,52.66174
410090_306163,408310_305948,34.24731,-1.8522816,52.653103,-1.8785908,52.651203
410090_306163,411271_305566,24.75804,-1.8522816,52.653103,-1.83484,52.647713
408310_305948,410090_306163,34.24731,-1.8785908,52.651203,-1.8522816,52.653103
408310_305948,407507_305872,15.362534,-1.8785908,52.651203,-1.8904711,52.650528
408304_305962,410088_306184,34.34126,-1.878685,52.65133,-1.8523043,52.653297
408304_305962,407521_305888,14.924653,-1.878685,52.65133,-1.8902522,52.65067
410088_306184,408304_305962,34.34126,-1.8523043,52.653297,-1.878685,52.65133
410088_306184,410874_305810,16.292727,-1.8523043,52.653297,-1.8407036,52.649918
404729_307197,405009_307348,6.463628,-1.9315032,52.662468,-1.927369,52.663826
404729_307197,404544_307149,3.5654902,-1.9315032,52.662468,-1.9342426,52.662045
405009_307348,404729_307197,6.463628,-1.927369,52.663826,-1.9315032,52.662468
405009_307348,405001_307190,2.9596531,-1.927369,52.663826,-1.927483,52.662407
405009_307348,404823_307461,4.8798766,-1.927369,52.663826,-1.9301219,52.66485
400441_307619,400205_307720,4.765047,-1.9949145,52.66629,-1.9983903,52.66719
400441_307619,401945_307184,29.493633,-1.9949145,52.66629,-1.9726684,52.66237
400205_307720,400441_307619,4.765047,-1.9983903,52.66719,-1.9949145,52.66629
400205_307720,399958_307859,5.3166385,-1.9983903,52.66719,-2.0020545,52.66845
404633_307418,404543_307386,1.8135961,-1.9329288,52.664463,-1.9342563,52.66417
404633_307418,404823_307461,3.6294293,-1.9329288,52.664463,-1.9301219,52.66485
404543_307386,404633_307418,1.8135961,-1.9342563,52.66417,-1.9329288,52.664463
402118_307216,402128_307217,0.1772772,-1.9701116,52.66266,-1.9699713,52.662666
402118_307216,401982_307208,2.5379908,-1.9701116,52.66266,-1.9721199,52.662586
402128_307217,402118_307216,0.1772772,-1.9699713,52.662666,-1.9701116,52.66266
402128_307217,402451_307257,6.0835347,-1.9699713,52.662666,-1.9651852,52.66303
405413_307083,404999_307169,11.381719,-1.9213923,52.661446,-1.9275106,52.66222
405413_307083,405594_307044,3.4487967,-1.9213923,52.661446,-1.9187216,52.66109
404999_307169,405413_307083,11.381719,-1.9275106,52.66222,-1.9213923,52.661446
404999_307169,404760_307171,4.4777875,-1.9275106,52.66222,-1.931056,52.662235
404999_307169,405001_307190,0.39481926,-1.9275106,52.66222,-1.927483,52.662407
404999_307169,405011_307168,0.20896713,-1.9275106,52.66222,-1.9273454,52.66221
406597_306504,405929_306916,14.669456,-1.9038962,52.656227,-1.9137659,52.659935
406597_306504,407495_305876,20.701727,-1.9038962,52.656227,-1.8906436,52.650562
405929_306916,406597_306504,14.669456,-1.9137659,52.659935,-1.9038962,52.656227
405929_306916,405594_307044,6.697015,-1.9137659,52.659935,-1.9187216,52.66109
405923_306938,406631_306506,15.505324,-1.9138579,52.660137,-1.9034051,52.656242
